Gene ID	FPKM_NP1071_GTGGCC_R1
ENSMUSG00000032418	13.4631
ENSMUSG00000032419	0.369182
ENSMUSG00000032420	0.575306
ENSMUSG00000032422	12.7524
ENSMUSG00000032423	18.8976
ENSMUSG00000032425	6.95859
ENSMUSG00000032431	2.97664
ENSMUSG00000032434	6.3624
ENSMUSG00000032435	34.3304
ENSMUSG00000032436	1.05273
ENSMUSG00000032437	25.15
ENSMUSG00000032440	3.7426
ENSMUSG00000032443	0.308606
ENSMUSG00000032449	13.2958
ENSMUSG00000032451	0
ENSMUSG00000032452	21.3639
ENSMUSG00000032454	0
ENSMUSG00000032456	0.834652
ENSMUSG00000032458	22.1607
ENSMUSG00000032459	8.65399
ENSMUSG00000032462	5.24871
ENSMUSG00000032463	13.9594
ENSMUSG00000032468	9.46045
ENSMUSG00000032469	5.82492
ENSMUSG00000032470	75.3608
ENSMUSG00000032473	0
ENSMUSG00000032475	6.90534
ENSMUSG00000032477	1.31961
ENSMUSG00000032478	4.11575
ENSMUSG00000032479	106.894
ENSMUSG00000032480	32.0285
ENSMUSG00000032481	13.6669
ENSMUSG00000032482	82.164
ENSMUSG00000032484	0.109184
ENSMUSG00000032485	30.0599
ENSMUSG00000032487	3.35159
ENSMUSG00000032489	1.16695
ENSMUSG00000032491	0.743288
ENSMUSG00000032492	2.23884
ENSMUSG00000032493	0
ENSMUSG00000032494	0.172568
ENSMUSG00000032495	0.272512
ENSMUSG00000032496	0.0242299
ENSMUSG00000032497	8.3017
ENSMUSG00000032498	2.7713
ENSMUSG00000032500	10.3602
ENSMUSG00000032502	0.269334
ENSMUSG00000032503	119.097
ENSMUSG00000032504	14.6635
ENSMUSG00000032507	19.2195
ENSMUSG00000032508	2.51011
ENSMUSG00000032511	0.16034
ENSMUSG00000032512	13.8754
ENSMUSG00000032513	12.9711
ENSMUSG00000032514	0.127095
ENSMUSG00000032515	3.17145
ENSMUSG00000032517	216.513
ENSMUSG00000032518	28.7031
ENSMUSG00000032519	13.1418
ENSMUSG00000032523	7.17692
ENSMUSG00000032525	19.1199
ENSMUSG00000032526	26.0871
ENSMUSG00000032527	27.7647
ENSMUSG00000032528	8.95954
ENSMUSG00000032530	0.69279
ENSMUSG00000032531	5.98568
ENSMUSG00000032532	487.474
ENSMUSG00000032534	8.07234
ENSMUSG00000032536	43.7708
ENSMUSG00000032537	9.69102
ENSMUSG00000032540	5.37456
ENSMUSG00000032547	7.02231
ENSMUSG00000032548	0.378896
ENSMUSG00000032549	220.185
ENSMUSG00000032551	5.62118
ENSMUSG00000032553	10.6135
ENSMUSG00000032554	101.669
ENSMUSG00000032555	3.53288
ENSMUSG00000032556	3.96245
ENSMUSG00000032557	18.0803
ENSMUSG00000032558	0.9637
ENSMUSG00000032560	5.54158
ENSMUSG00000032561	0.0444603
ENSMUSG00000032562	74.4038
ENSMUSG00000032563	23.1752
ENSMUSG00000032564	11.4956
ENSMUSG00000032565	5.50207
ENSMUSG00000032566	0
ENSMUSG00000032567	2.48857
ENSMUSG00000032570	48.1437
ENSMUSG00000032571	7.86271
ENSMUSG00000032572	0.528163
ENSMUSG00000032575	52.0344
ENSMUSG00000032577	0.755003
ENSMUSG00000032578	3.64585
ENSMUSG00000032579	8.23138
ENSMUSG00000032580	35.2881
ENSMUSG00000032582	15.762
ENSMUSG00000032583	12.2597
ENSMUSG00000032584	0.32471
ENSMUSG00000032586	2.41415
ENSMUSG00000032589	61.6868
ENSMUSG00000032590	6.1208
ENSMUSG00000032591	0.173695
ENSMUSG00000032593	1.09729
ENSMUSG00000032594	67.7605
ENSMUSG00000032595	0.168223
ENSMUSG00000032596	1.16494
ENSMUSG00000032598	29.2839
ENSMUSG00000032599	28.6025
ENSMUSG00000032601	12.0184
ENSMUSG00000032602	4.7323
ENSMUSG00000032604	18.0624
ENSMUSG00000032606	35.1049
ENSMUSG00000032607	12.1263
ENSMUSG00000032609	9.98154
ENSMUSG00000032611	0.24292
ENSMUSG00000032612	22.5688
ENSMUSG00000032615	25.665
ENSMUSG00000032621	9.46978
ENSMUSG00000032623	0
ENSMUSG00000032624	7.06746
ENSMUSG00000032625	2.01422
ENSMUSG00000032633	16.5393
ENSMUSG00000032637	44.4645
ENSMUSG00000032640	2.69453
ENSMUSG00000032641	7.25724
ENSMUSG00000032643	0.439619
ENSMUSG00000032648	17.3646
ENSMUSG00000032649	1.78555
ENSMUSG00000032652	13.1176
ENSMUSG00000032656	1.03544
ENSMUSG00000032657	27.1009
ENSMUSG00000032661	0.0281519
ENSMUSG00000032666	10.7804
ENSMUSG00000032667	13.12
ENSMUSG00000032671	0
ENSMUSG00000032673	1.48958
ENSMUSG00000032679	1.37513
ENSMUSG00000032680	0.36946
ENSMUSG00000032688	0.929851
ENSMUSG00000032690	0.253405
ENSMUSG00000032691	0.219597
ENSMUSG00000032698	7.59271
ENSMUSG00000032702	2.80958
ENSMUSG00000032705	23.2525
ENSMUSG00000032712	1.76639
ENSMUSG00000032714	3.31384
ENSMUSG00000032715	0.426325
ENSMUSG00000032717	0.410188
ENSMUSG00000032718	4.67561
ENSMUSG00000032719	0.362656
ENSMUSG00000032724	3.4133
ENSMUSG00000032725	0.307871
ENSMUSG00000032726	0.069314
ENSMUSG00000032727	3.1093
ENSMUSG00000032733	1.87786
ENSMUSG00000032735	6.65137
ENSMUSG00000032737	9.65871
ENSMUSG00000032739	1.243E-12
ENSMUSG00000032740	8.47726
ENSMUSG00000032741	10.5415
ENSMUSG00000032743	5.87962
ENSMUSG00000032744	0.811113
ENSMUSG00000032745	27.7766
ENSMUSG00000032750	0.123534
ENSMUSG00000032754	2.29257
ENSMUSG00000032757	8.24781
ENSMUSG00000032758	0
ENSMUSG00000032763	6.82959
ENSMUSG00000032766	6.11536
ENSMUSG00000032769	0
ENSMUSG00000032773	48.9569
ENSMUSG00000032776	0.126287
ENSMUSG00000032777	18.2324
ENSMUSG00000032782	9.05434
ENSMUSG00000032783	0
ENSMUSG00000032786	30.7134
ENSMUSG00000032788	39.6729
ENSMUSG00000032796	0.328074
ENSMUSG00000032802	39.3357
ENSMUSG00000032803	16.0263
ENSMUSG00000032806	0.870569
ENSMUSG00000032807	2.92428
ENSMUSG00000032808	0
ENSMUSG00000032812	6.42187
ENSMUSG00000032815	
ENSMUSG00000032816	8.11551
ENSMUSG00000032818	0
ENSMUSG00000032826	88.2866
ENSMUSG00000032827	25.2927
ENSMUSG00000032834	6.86526
ENSMUSG00000032839	8.22215
ENSMUSG00000032840	4.73973
ENSMUSG00000032841	4.90633
ENSMUSG00000032842	2.04099
ENSMUSG00000032845	1.87273
ENSMUSG00000032846	5.53959
ENSMUSG00000032849	1.66886
ENSMUSG00000032850	28.9992
ENSMUSG00000032852	0
ENSMUSG00000032854	7.86211
ENSMUSG00000032855	7.83477
ENSMUSG00000032860	0.281643
ENSMUSG00000032864	0.0357773
ENSMUSG00000032867	8.63514
ENSMUSG00000032869	14.9877
ENSMUSG00000032870	61.3131
ENSMUSG00000032872	17.173
ENSMUSG00000032875	24.3133
ENSMUSG00000032878	17.5189
ENSMUSG00000032883	48.3956
ENSMUSG00000032889	1.30442
ENSMUSG00000032890	65.4504
ENSMUSG00000032892	9.20825
ENSMUSG00000032894	0
ENSMUSG00000032897	20.8695
ENSMUSG00000032898	32.7349
ENSMUSG00000032899	0.019668
ENSMUSG00000032900	0
ENSMUSG00000032902	5.55406
ENSMUSG00000032905	20.5288
ENSMUSG00000032908	5.20141
ENSMUSG00000032911	2.63278
ENSMUSG00000032913	3.3635
ENSMUSG00000032915	0
ENSMUSG00000032921	0.16445
ENSMUSG00000032925	1.48886
ENSMUSG00000032936	147.278
ENSMUSG00000032937	0
ENSMUSG00000032939	5.02455
ENSMUSG00000032940	1.21198
ENSMUSG00000032942	1.00419
ENSMUSG00000032946	13.3591
ENSMUSG00000032948	0
ENSMUSG00000032952	3.81876
ENSMUSG00000032959	268.94
ENSMUSG00000032965	23.0789
ENSMUSG00000032966	301.874
ENSMUSG00000032968	15.3146
ENSMUSG00000032977	11.908
ENSMUSG00000032978	0
ENSMUSG00000032985	1.54529
ENSMUSG00000032987	0
ENSMUSG00000032988	0.183938
ENSMUSG00000032997	40.5445
ENSMUSG00000032998	13.8181
ENSMUSG00000032999	0.0565113
ENSMUSG00000033004	43.5458
ENSMUSG00000033006	17.8035
ENSMUSG00000033007	4.08941
ENSMUSG00000033009	23.7995
ENSMUSG00000033014	5.64597
ENSMUSG00000033015	0
ENSMUSG00000033016	0.943691
ENSMUSG00000033020	48.6971
ENSMUSG00000033021	24.8121
ENSMUSG00000033022	9.07559
ENSMUSG00000033024	0
ENSMUSG00000033027	0
ENSMUSG00000033029	5.6205
ENSMUSG00000033031	0.367887
ENSMUSG00000033032	9.88138
ENSMUSG00000033033	2.20373
ENSMUSG00000033036	0
ENSMUSG00000033039	6.52388
ENSMUSG00000033044	0
ENSMUSG00000033047	24.7082
ENSMUSG00000033053	0.306168
ENSMUSG00000033054	3.0972
ENSMUSG00000033055	11.652
ENSMUSG00000033059	47.3757
ENSMUSG00000033060	11.3127
ENSMUSG00000033061	60.3986
ENSMUSG00000033063	0.600512
ENSMUSG00000033065	160.366
ENSMUSG00000033066	99.4159
ENSMUSG00000033068	17.6656
ENSMUSG00000033075	2.76303
ENSMUSG00000033080	0.0175115
ENSMUSG00000033082	0.04066
ENSMUSG00000033083	1.50541
ENSMUSG00000033088	5.50032
ENSMUSG00000033096	17.5152
ENSMUSG00000033099	22.807
ENSMUSG00000033102	1.28647
ENSMUSG00000033105	6.08011
ENSMUSG00000033106	10.4559
ENSMUSG00000033107	0.398432
ENSMUSG00000033111	6.08803
ENSMUSG00000033114	0.0583818
ENSMUSG00000033122	0
ENSMUSG00000033124	45.6456
ENSMUSG00000033126	0.926023
ENSMUSG00000033128	29.0805
ENSMUSG00000033147	1.54816
ENSMUSG00000033149	1.6
ENSMUSG00000033152	106.904
ENSMUSG00000033156	0
ENSMUSG00000033157	6.65108
ENSMUSG00000033159	8.68051
ENSMUSG00000033161	377.681
ENSMUSG00000033166	1.94567
ENSMUSG00000033170	1.39302
ENSMUSG00000033174	72.5155
ENSMUSG00000033177	1.17469
ENSMUSG00000033182	0.102687
ENSMUSG00000033184	23.1727
ENSMUSG00000033186	18.0232
ENSMUSG00000033187	0.0606191
ENSMUSG00000033191	3.30004
ENSMUSG00000033192	3.71183
ENSMUSG00000033196	0.397429
ENSMUSG00000033200	0
ENSMUSG00000033207	0.37817
ENSMUSG00000033208	54.3954
ENSMUSG00000033209	1.44752
ENSMUSG00000033210	0
ENSMUSG00000033213	0.176925
ENSMUSG00000033214	14.1282
ENSMUSG00000033216	5.57994
ENSMUSG00000033219	0
ENSMUSG00000033220	0.568973
ENSMUSG00000033222	0.323955
ENSMUSG00000033227	1.06019
ENSMUSG00000033228	6.78664
ENSMUSG00000033233	3.59895
ENSMUSG00000033237	4.48263
ENSMUSG00000033249	14.9563
ENSMUSG00000033253	6.83844
ENSMUSG00000033255	0
ENSMUSG00000033256	31.2332
ENSMUSG00000033257	2.51668
ENSMUSG00000033268	0.0504564
ENSMUSG00000033272	29.2377
ENSMUSG00000033276	0.997956
ENSMUSG00000033278	6.87171
ENSMUSG00000033282	3.29948
ENSMUSG00000033285	7.1102
ENSMUSG00000033287	136.408
ENSMUSG00000033294	10.7457
ENSMUSG00000033295	14.2147
ENSMUSG00000033306	0.403379
ENSMUSG00000033307	207.71
ENSMUSG00000033308	1.17146
ENSMUSG00000033313	0.907787
ENSMUSG00000033316	72.8694
ENSMUSG00000033318	1.0184
ENSMUSG00000033319	3.62012
ENSMUSG00000033323	4.45571
ENSMUSG00000033326	11.0594
ENSMUSG00000033327	0.376947
ENSMUSG00000033335	19.0954
ENSMUSG00000033342	7.86775
ENSMUSG00000033343	0
ENSMUSG00000033350	28.9331
ENSMUSG00000033352	47.9345
ENSMUSG00000033355	0.760263
ENSMUSG00000033356	0.66566
ENSMUSG00000033361	12.1658
ENSMUSG00000033364	2.25278
ENSMUSG00000033365	29.2551
ENSMUSG00000033368	0
ENSMUSG00000033373	9.12654
ENSMUSG00000033377	5.03953
ENSMUSG00000033379	186.701
ENSMUSG00000033382	8.44275
ENSMUSG00000033383	0.0638832
ENSMUSG00000033386	0.0554579
ENSMUSG00000033389	41.8808
ENSMUSG00000033392	36.2956
ENSMUSG00000033396	2.13592
ENSMUSG00000033400	5.05069
ENSMUSG00000033405	1.81988
ENSMUSG00000033409	0.0795869
ENSMUSG00000033411	4.48806
ENSMUSG00000033416	5.21192
ENSMUSG00000033417	9.16997
ENSMUSG00000033419	81.441
ENSMUSG00000033420	2.73934
ENSMUSG00000033423	74.7658
ENSMUSG00000033427	0.039681
ENSMUSG00000033429	15.5614
ENSMUSG00000033430	12.9591
ENSMUSG00000033434	39.9212
ENSMUSG00000033436	24.4073
ENSMUSG00000033439	2.20037
ENSMUSG00000033444	6.98201
ENSMUSG00000033446	1.0768
ENSMUSG00000033450	2.00871
ENSMUSG00000033453	1.36732
ENSMUSG00000033454	1.20995
ENSMUSG00000033458	1.90002
ENSMUSG00000033460	31.9227
ENSMUSG00000033467	13.739
ENSMUSG00000033470	0.152285
ENSMUSG00000033475	56.9303
ENSMUSG00000033478	6.23082
ENSMUSG00000033486	0.77861
ENSMUSG00000033487	8.2796
ENSMUSG00000033488	1.8478
ENSMUSG00000033491	0.831866
ENSMUSG00000033498	0.203394
ENSMUSG00000033499	11.0353
ENSMUSG00000033501	0.0938397
ENSMUSG00000033502	0.488265
ENSMUSG00000033508	0.695236
ENSMUSG00000033510	34.3597
ENSMUSG00000033520	0
ENSMUSG00000033526	37.1826
ENSMUSG00000033530	56.2632
ENSMUSG00000033533	0
ENSMUSG00000033538	0.0462979
ENSMUSG00000033540	4.76433
ENSMUSG00000033542	0.451309
ENSMUSG00000033543	19.2
ENSMUSG00000033544	0.215173
ENSMUSG00000033545	52.0497
ENSMUSG00000033554	4.30552
ENSMUSG00000033557	21.6077
ENSMUSG00000033565	45.2979
ENSMUSG00000033569	17.7971
ENSMUSG00000033576	0
ENSMUSG00000033577	25.5834
ENSMUSG00000033578	17.0773
ENSMUSG00000033579	12.9079
ENSMUSG00000033581	0.116371
ENSMUSG00000033585	87.3916
ENSMUSG00000033589	0.836456
ENSMUSG00000033590	0.296028
ENSMUSG00000033594	
ENSMUSG00000033595	34.8698
ENSMUSG00000033596	4.77017
ENSMUSG00000033597	30.6573
ENSMUSG00000033610	4.4462
ENSMUSG00000033615	441.816
ENSMUSG00000033618	3.92155
ENSMUSG00000033623	8.6896
ENSMUSG00000033624	4.43632
ENSMUSG00000033628	12.8104
ENSMUSG00000033629	46.125
ENSMUSG00000033632	1.56177
ENSMUSG00000033633	3.1273
ENSMUSG00000033634	0.140887
ENSMUSG00000033644	0.121707
ENSMUSG00000033653	15.743
ENSMUSG00000033658	4.76288
ENSMUSG00000033669	2.39937
ENSMUSG00000033671	3.04372
ENSMUSG00000033676	32.7992
ENSMUSG00000033684	8.72389
ENSMUSG00000033685	11.4253
ENSMUSG00000033688	0
ENSMUSG00000033697	26.3394
ENSMUSG00000033701	29.3598
ENSMUSG00000033703	4.32768
ENSMUSG00000033705	1.9279
ENSMUSG00000033706	19.0238
ENSMUSG00000033707	19.4361
ENSMUSG00000033712	26.0319
ENSMUSG00000033713	5.32779
ENSMUSG00000033715	0.281843
ENSMUSG00000033717	3.28609
ENSMUSG00000033720	52.462
ENSMUSG00000033721	1.09114
ENSMUSG00000033722	2.17946
ENSMUSG00000033726	16.8164
ENSMUSG00000033728	15.0513
ENSMUSG00000033730	82.0628
ENSMUSG00000033731	0
ENSMUSG00000033732	15.7944
ENSMUSG00000033735	26.9084
ENSMUSG00000033737	0
ENSMUSG00000033739	5.68746
ENSMUSG00000033740	1.29022
ENSMUSG00000033751	9.59016
ENSMUSG00000033752	0.304066
ENSMUSG00000033760	12.3145
ENSMUSG00000033762	0.508199
ENSMUSG00000033763	62.0049
ENSMUSG00000033765	0
ENSMUSG00000033767	1.77296
ENSMUSG00000033768	212.181
ENSMUSG00000033769	16.3209
ENSMUSG00000033770	0
ENSMUSG00000033773	5.84642
ENSMUSG00000033774	0.179953
ENSMUSG00000033777	0.212734
ENSMUSG00000033781	22.2481
ENSMUSG00000033788	1.41117
ENSMUSG00000033790	5.08983
ENSMUSG00000033792	0.980657
ENSMUSG00000033793	61.0252
ENSMUSG00000033794	0
ENSMUSG00000033799	2.33495
ENSMUSG00000033805	43.1108
ENSMUSG00000033808	8.28077
ENSMUSG00000033809	5.21787
ENSMUSG00000033813	23.462
ENSMUSG00000033819	43.1898
ENSMUSG00000033825	0.0614602
ENSMUSG00000033826	0.0182236
ENSMUSG00000033831	0
ENSMUSG00000033834	0
ENSMUSG00000033837	0
ENSMUSG00000033845	24.6381
ENSMUSG00000033847	0.0616881
ENSMUSG00000033849	7.35009
ENSMUSG00000033850	0
ENSMUSG00000033852	0.551509
ENSMUSG00000033854	1.33769
ENSMUSG00000033855	1.12267
ENSMUSG00000033857	5.91611
ENSMUSG00000033860	0
ENSMUSG00000033862	
ENSMUSG00000033863	46.5049
ENSMUSG00000033871	2.55463
ENSMUSG00000033872	0.0481438
ENSMUSG00000033880	7.31962
ENSMUSG00000033882	0.103053
ENSMUSG00000033883	2.77891
ENSMUSG00000033885	10.3194
ENSMUSG00000033898	0.167036
ENSMUSG00000033900	15.3648
ENSMUSG00000033902	8.20744
ENSMUSG00000033904	11.9758
ENSMUSG00000033906	1.01304
ENSMUSG00000033909	9.16005
ENSMUSG00000033910	15.8921
ENSMUSG00000033916	53.8962
ENSMUSG00000033917	121.759
ENSMUSG00000033918	17.6261
ENSMUSG00000033931	3.9526
ENSMUSG00000033933	16.5095
ENSMUSG00000033938	91.8474
ENSMUSG00000033940	105.194
ENSMUSG00000033943	6.83403
ENSMUSG00000033948	2.11861
ENSMUSG00000033949	0.848213
ENSMUSG00000033952	0.0538736
ENSMUSG00000033953	232.947
ENSMUSG00000033955	20.3222
ENSMUSG00000033960	20.0698
ENSMUSG00000033961	2.13828
ENSMUSG00000033963	0.231088
ENSMUSG00000033964	1.70865
ENSMUSG00000033965	8.64634
ENSMUSG00000033966	4.5335
ENSMUSG00000033967	0.492289
ENSMUSG00000033970	4.27967
ENSMUSG00000033972	2.43417
ENSMUSG00000033981	57.0763
ENSMUSG00000033983	7.54185
ENSMUSG00000033985	1.22007
ENSMUSG00000033987	0.252994
ENSMUSG00000033991	2.45703
ENSMUSG00000033993	0
ENSMUSG00000033998	40.019
ENSMUSG00000034000	1.0328
ENSMUSG00000034006	8.9218
ENSMUSG00000034007	5.68038
ENSMUSG00000034009	2.45951
ENSMUSG00000034021	10.7972
ENSMUSG00000034022	13.6556
ENSMUSG00000034023	1.88038
ENSMUSG00000034024	55.1284
ENSMUSG00000034028	0.072929
ENSMUSG00000034031	0
ENSMUSG00000034032	4.31741
ENSMUSG00000034035	3.40412
ENSMUSG00000034037	1.77142
ENSMUSG00000034039	0
ENSMUSG00000034040	9.54635
ENSMUSG00000034041	1.51332
ENSMUSG00000034042	11.6573
ENSMUSG00000034055	3.09648
ENSMUSG00000034057	0.0640063
ENSMUSG00000034059	38.8239
ENSMUSG00000034063	0.0711333
ENSMUSG00000034064	12.5971
ENSMUSG00000034066	1.70691
ENSMUSG00000034071	2.11426
ENSMUSG00000034075	14.284
ENSMUSG00000034083	7.52492
ENSMUSG00000034087	0
ENSMUSG00000034088	28.5489
ENSMUSG00000034098	2.03299
ENSMUSG00000034101	14.5918
ENSMUSG00000034105	3.01993
ENSMUSG00000034107	0.0413046
ENSMUSG00000034108	11.5026
ENSMUSG00000034109	6.43812
ENSMUSG00000034110	3.85276
ENSMUSG00000034111	6.43192
ENSMUSG00000034112	0.144297
ENSMUSG00000034115	0.0113823
ENSMUSG00000034116	1.35175
ENSMUSG00000034117	0.025128
ENSMUSG00000034118	11.8547
ENSMUSG00000034120	49.2654
ENSMUSG00000034121	1.18622
ENSMUSG00000034122	0
ENSMUSG00000034126	4.47826
ENSMUSG00000034127	0.392871
ENSMUSG00000034135	34.585
ENSMUSG00000034139	0
ENSMUSG00000034145	13.1844
ENSMUSG00000034151	0.0553804
ENSMUSG00000034152	18.3154
ENSMUSG00000034154	4.72619
ENSMUSG00000034156	56.7792
ENSMUSG00000034157	20.1358
ENSMUSG00000034158	9.99762
ENSMUSG00000034159	0
ENSMUSG00000034160	44.5994
ENSMUSG00000034161	1.75454
ENSMUSG00000034163	13.192
ENSMUSG00000034164	2.08846
ENSMUSG00000034165	18.8822
ENSMUSG00000034168	25.6415
ENSMUSG00000034171	42.9855
ENSMUSG00000034173	19.6135
ENSMUSG00000034175	10.561
ENSMUSG00000034177	1.34827
ENSMUSG00000034185	0.0828153
ENSMUSG00000034187	296.455
ENSMUSG00000034189	14.848
ENSMUSG00000034190	34.496
ENSMUSG00000034192	13.2627
ENSMUSG00000034194	10.7288
ENSMUSG00000034201	34.219
ENSMUSG00000034203	20.1183
ENSMUSG00000034205	0.174719
ENSMUSG00000034206	0.956764
ENSMUSG00000034209	25.5487
ENSMUSG00000034210	11.0285
ENSMUSG00000034211	34.0601
ENSMUSG00000034212	0.0614319
ENSMUSG00000034216	18.9136
ENSMUSG00000034218	1.6701
ENSMUSG00000034219	0
ENSMUSG00000034220	34.208
ENSMUSG00000034224	0
ENSMUSG00000034226	5.34473
ENSMUSG00000034227	2.4316
ENSMUSG00000034235	10.3953
ENSMUSG00000034239	0.0148365
ENSMUSG00000034243	22.17
ENSMUSG00000034245	94.6203
ENSMUSG00000034247	6.01855
ENSMUSG00000034248	7.2465
ENSMUSG00000034252	31.0381
ENSMUSG00000034254	71.2112
ENSMUSG00000034255	4.60795
ENSMUSG00000034258	0.560907
ENSMUSG00000034259	11.4394
ENSMUSG00000034263	5.76141
ENSMUSG00000034265	13.5223
ENSMUSG00000034266	0.139138
ENSMUSG00000034269	17.8885
ENSMUSG00000034271	35.2305
ENSMUSG00000034274	14.5116
ENSMUSG00000034275	4.13146
ENSMUSG00000034278	7.55103
ENSMUSG00000034282	0.999075
ENSMUSG00000034285	37.3611
ENSMUSG00000034290	10.3371
ENSMUSG00000034292	5.4922
ENSMUSG00000034295	13.9069
ENSMUSG00000034297	4.77996
ENSMUSG00000034300	15.4898
ENSMUSG00000034303	0.207326
ENSMUSG00000034308	2.43776
ENSMUSG00000034310	9.67536
ENSMUSG00000034311	0.173329
ENSMUSG00000034312	79.743
ENSMUSG00000034317	3.86347
ENSMUSG00000034320	0.745027
ENSMUSG00000034321	5.36587
ENSMUSG00000034324	2.39327
ENSMUSG00000034327	4.61514
ENSMUSG00000034329	0.0479285
ENSMUSG00000034330	0.927912
ENSMUSG00000034333	1.28591
ENSMUSG00000034334	4.13737
ENSMUSG00000034336	88.1951
ENSMUSG00000034339	0
ENSMUSG00000034341	242.527
ENSMUSG00000034342	2.19588
ENSMUSG00000034343	17.5675
ENSMUSG00000034345	37.9381
ENSMUSG00000034349	1.89418
ENSMUSG00000034353	22.6783
ENSMUSG00000034354	17.4217
ENSMUSG00000034359	0
ENSMUSG00000034361	8.22137
ENSMUSG00000034362	0
ENSMUSG00000034371	4.92465
ENSMUSG00000034377	23.8209
ENSMUSG00000034379	1.75034
ENSMUSG00000034382	0.163874
ENSMUSG00000034384	0
ENSMUSG00000034387	0.157437
ENSMUSG00000034390	80.0169
ENSMUSG00000034391	0.0462342
ENSMUSG00000034394	0.240325
ENSMUSG00000034401	0.800518
ENSMUSG00000034402	2.53582
ENSMUSG00000034403	105.421
ENSMUSG00000034412	15.1061
ENSMUSG00000034413	13.9784
ENSMUSG00000034416	0.0989388
ENSMUSG00000034422	0.470557
ENSMUSG00000034424	18.4632
ENSMUSG00000034427	0.157425
ENSMUSG00000034429	5.71183
ENSMUSG00000034430	5.40955
ENSMUSG00000034432	32.1558
ENSMUSG00000034435	0.0404866
ENSMUSG00000034437	7.77059
ENSMUSG00000034438	0
ENSMUSG00000034442	3.42343
ENSMUSG00000034445	3.11008
ENSMUSG00000034449	3.15537
ENSMUSG00000034450	0.0586653
ENSMUSG00000034452	0
ENSMUSG00000034453	2.69661
ENSMUSG00000034456	0
ENSMUSG00000034457	0.0588209
ENSMUSG00000034459	0.900522
ENSMUSG00000034460	0.353375
ENSMUSG00000034462	6.55631
ENSMUSG00000034463	10.1658
ENSMUSG00000034467	0.93764
ENSMUSG00000034471	6.42953
ENSMUSG00000034472	27.5489
ENSMUSG00000034473	6.04485
ENSMUSG00000034480	1.86353
ENSMUSG00000034482	0
ENSMUSG00000034484	20.5949
ENSMUSG00000034485	2.34065
ENSMUSG00000034486	0
ENSMUSG00000034487	1.93262
ENSMUSG00000034488	20.2533
ENSMUSG00000034493	0
ENSMUSG00000034501	6.89938
ENSMUSG00000034509	4.1884
ENSMUSG00000034518	3.73111
ENSMUSG00000034520	1.65914
ENSMUSG00000034522	2.07375
ENSMUSG00000034525	11.1755
ENSMUSG00000034528	0.0594242
ENSMUSG00000034532	2.05591
ENSMUSG00000034533	0.0310654
ENSMUSG00000034538	0.999625
ENSMUSG00000034543	7.89085
ENSMUSG00000034544	12.1172
ENSMUSG00000034551	0.42484
ENSMUSG00000034552	0
ENSMUSG00000034555	0
ENSMUSG00000034557	20.6191
ENSMUSG00000034560	4.33541
ENSMUSG00000034563	25.1167
ENSMUSG00000034566	180.381
ENSMUSG00000034570	20.352
ENSMUSG00000034573	1.36408
ENSMUSG00000034574	8.32141
ENSMUSG00000034575	11.2905
ENSMUSG00000034579	1.01003
ENSMUSG00000034583	0
ENSMUSG00000034584	2.13367
ENSMUSG00000034586	40.3399
ENSMUSG00000034587	2.52236
ENSMUSG00000034591	4.25026
ENSMUSG00000034593	50.6529
ENSMUSG00000034595	2.85574
ENSMUSG00000034601	1.48975
ENSMUSG00000034602	7.23328
ENSMUSG00000034607	0.153872
ENSMUSG00000034610	12.1252
ENSMUSG00000034612	8.0058
ENSMUSG00000034613	21.2851
ENSMUSG00000034614	18.9633
ENSMUSG00000034616	11.7814
ENSMUSG00000034617	2.19542
ENSMUSG00000034620	10.179
ENSMUSG00000034621	12.2442
ENSMUSG00000034623	0
ENSMUSG00000034634	0
ENSMUSG00000034636	17.269
ENSMUSG00000034639	3.17356
ENSMUSG00000034640	2.77466
ENSMUSG00000034641	0
ENSMUSG00000034645	0
ENSMUSG00000034647	10.8048
ENSMUSG00000034648	9.90563
ENSMUSG00000034652	0.286751
ENSMUSG00000034653	4.18735
ENSMUSG00000034656	48.0296
ENSMUSG00000034659	24.6973
ENSMUSG00000034660	0
ENSMUSG00000034663	1.97533
ENSMUSG00000034664	2.29188
ENSMUSG00000034667	12.241
ENSMUSG00000034673	25.6095
ENSMUSG00000034674	15.1294
ENSMUSG00000034675	97.9772
ENSMUSG00000034677	0
ENSMUSG00000034681	48.2654
ENSMUSG00000034683	0.0191631
ENSMUSG00000034684	2.93716
ENSMUSG00000034685	58.476
ENSMUSG00000034686	36.4923
ENSMUSG00000034687	1.25767
ENSMUSG00000034689	0
ENSMUSG00000034690	0
ENSMUSG00000034701	2.92144
ENSMUSG00000034706	0.300522
ENSMUSG00000034707	24.0937
ENSMUSG00000034708	26.066
ENSMUSG00000034709	19.7852
ENSMUSG00000034714	10.8894
ENSMUSG00000034723	35.4441
ENSMUSG00000034724	4.2076
ENSMUSG00000034729	15.6465
ENSMUSG00000034730	172.718
ENSMUSG00000034731	1.80876
ENSMUSG00000034732	0.191072
ENSMUSG00000034738	1.71515
ENSMUSG00000034739	0.375985
ENSMUSG00000034744	21.9268
ENSMUSG00000034748	8.48119
ENSMUSG00000034751	6.36159
ENSMUSG00000034755	1.86438
ENSMUSG00000034757	34.8022
ENSMUSG00000034758	8.47732
ENSMUSG00000034761	8.26244
